GEO_ID,FIPS,Total population
1400000U,6037294510,4361
1400000U,6037294520,3563
1400000U,6037294610,4359
1400000U,6037294620,3860
1400000U,6037294701,2692
1400000U,6037294810,3830
1400000U,6037294820,3275
1400000U,6037294830,3927
1400000U,6037294900,4045
1400000U,6037295103,5081
1400000U,6037296210,3365
1400000U,6037296220,4124
1400000U,6037296300,5103
1400000U,6037296401,3251
1400000U,6037296402,3175
1400000U,6037296500,3746
1400000U,6037296600,5368
1400000U,6037296901,4202
1400000U,6037296902,4792
1400000U,6037297001,1694
1400000U,6037297002,4508
1400000U,6037297110,4584
1400000U,6037297120,3517
1400000U,6037297201,3964
1400000U,6037297202,4112
1400000U,6037297300,2074
1400000U,6037297400,3607
1400000U,6037297501,2586
1400000U,6037297502,2602
1400000U,6037297601,3556
1400000U,6037297602,3575
1400000U,6037300100,6511
1400000U,6037300200,5550
1400000U,6037300301,5834
1400000U,6037300400,5810
1400000U,6037300501,2911
1400000U,6037300503,4968
1400000U,6037300601,5899
1400000U,6037300602,3251
1400000U,6037300701,5129
1400000U,6037300702,5450
1400000U,6037300800,7139
1400000U,6037300901,5475
1400000U,6037300902,2077
1400000U,6037301000,5512
1400000U,6037301100,7113
1400000U,6037301203,3768
1400000U,6037301204,4705
1400000U,6037301205,2078
1400000U,6037301206,5510
1400000U,6037301300,2047
1400000U,6037301400,3970
1400000U,6037301501,1774
1400000U,6037301502,7329
1400000U,6037301601,5388
1400000U,6037301602,3657
1400000U,6037301701,2661
1400000U,6037301702,6020
1400000U,6037301801,5625
1400000U,6037301802,5403
1400000U,6037301901,3884
1400000U,6037301902,3261
1400000U,6037302002,4016
1400000U,6037302003,3740
1400000U,6037302004,4184
1400000U,6037302102,5866
1400000U,6037302103,4995
1400000U,6037302104,3521
1400000U,6037302201,3718
1400000U,6037302202,4924
1400000U,6037302301,3765
1400000U,6037302302,5245
1400000U,6037302401,7673
1400000U,6037302503,3978
1400000U,6037302504,3519
1400000U,6037302505,3972
1400000U,6037302506,3385
1400000U,6037310100,5535
1400000U,6037310201,5082
1400000U,6037310202,4718
1400000U,6037310300,3032
1400000U,6037310400,3636
1400000U,6037310501,3699
1400000U,6037310601,6498
1400000U,6037310602,2735
1400000U,6037310701,2429
1400000U,6037310703,5270
1400000U,6037310704,4470
1400000U,6037310705,2530
1400000U,6037310800,5123
1400000U,6037310900,6810
1400000U,6037311000,3764
1400000U,6037311100,3998
1400000U,6037311200,3171
1400000U,6037311300,3915
1400000U,6037311400,2320
1400000U,6037311500,5963
1400000U,6037311601,2947
1400000U,6037311602,4546
1400000U,6037311700,5852
1400000U,6037311801,2922
1400000U,6037311802,4200
1400000U,6037320101,3402
1400000U,6037320102,3681
1400000U,6037320201,4058
1400000U,6037320202,6000
1400000U,6037320300,6575
1400000U,6037400205,2478
1400000U,6037400206,5525
1400000U,6037400207,4627
1400000U,6037400208,1388
1400000U,6037400209,4581
1400000U,6037400304,8310
1400000U,6037400402,4185
1400000U,6037400403,4123
1400000U,6037400404,4039
1400000U,6037400501,1897
1400000U,6037400602,4382
1400000U,6037400603,4947
1400000U,6037400605,7178
1400000U,6037400801,6935
1400000U,6037401001,2626
1400000U,6037401002,4324
1400000U,6037401101,5695
1400000U,6037401102,4073
1400000U,6037401201,3612
1400000U,6037401202,4344
1400000U,6037401203,4757
1400000U,6037401303,2242
1400000U,6037401304,4939
1400000U,6037401311,6923
1400000U,6037401312,4712
1400000U,6037401500,6022
1400000U,6037401601,5428
1400000U,6037401602,5570
1400000U,6037401705,2784
1400000U,6037401706,4533
1400000U,6037401707,8607
1400000U,6037401801,4570
1400000U,6037401802,3724
1400000U,6037401901,4095
1400000U,6037401902,6101
1400000U,6037402001,4125
1400000U,6037402002,3935
1400000U,6037402101,4856
1400000U,6037402102,5136
1400000U,6037402200,7069
1400000U,6037402301,5468
1400000U,6037402303,3779
1400000U,6037402304,3942
1400000U,6037402403,5226
1400000U,6037402404,1642
1400000U,6037402405,2428
1400000U,6037402406,4601
1400000U,6037402501,4856
1400000U,6037402503,4330
1400000U,6037402504,2295
1400000U,6037402601,2854
1400000U,6037402602,4841
1400000U,6037402702,4937
1400000U,6037402703,5401
1400000U,6037402705,3596
1400000U,6037402706,3658
1400000U,6037402801,4335
1400000U,6037402803,3477
1400000U,6037402804,4145
1400000U,6037402902,6896
1400000U,6037402903,3650
1400000U,6037402904,3615
1400000U,6037403000,6991
1400000U,6037403305,2318
1400000U,6037403316,7007
1400000U,6037403317,5152
1400000U,6037403318,5909
1400000U,6037403319,4206
1400000U,6037403320,5384
1400000U,6037403321,5392
1400000U,6037403323,5592
1400000U,6037403324,5947
1400000U,6037403325,4853
1400000U,6037403326,2328
1400000U,6037403327,2431
1400000U,6037403328,5333
1400000U,6037403401,4911
1400000U,6037403402,3243
1400000U,6037403403,5177
1400000U,6037403404,2200
1400000U,6037403407,2265
1400000U,6037403408,6164
1400000U,6037403409,3897
1400000U,6037403500,1438
1400000U,6037403601,6590
1400000U,6037403702,4186
1400000U,6037403703,4786
1400000U,6037403721,5569
1400000U,6037403722,5437
1400000U,6037403801,5605
1400000U,6037403802,6221
1400000U,6037403901,2976
1400000U,6037403902,5250
1400000U,6037404000,4547
1400000U,6037404100,6307
1400000U,6037404201,3551
1400000U,6037404203,4165
1400000U,6037404301,6257
1400000U,6037404302,2412
1400000U,6037404401,3902
1400000U,6037404402,4624
1400000U,6037404501,2721
1400000U,6037404503,2988
1400000U,6037404504,4844
1400000U,6037404600,1352
1400000U,6037404701,5737
1400000U,6037404702,4792
1400000U,6037404703,3209
1400000U,6037404804,4223
1400000U,6037404805,2922
1400000U,6037404806,5842
1400000U,6037404901,5363
1400000U,6037404902,3343
1400000U,6037404903,2677
1400000U,6037405001,5366
1400000U,6037405002,3271
1400000U,6037405101,5368
1400000U,6037405102,4850
1400000U,6037405201,5421
1400000U,6037405202,4208
1400000U,6037405203,3038
1400000U,6037405301,2977
1400000U,6037405302,5688
1400000U,6037405400,5027
1400000U,6037405500,6207
1400000U,6037405600,5748
1400000U,6037405701,3637
1400000U,6037405702,5159
1400000U,6037405800,5514
1400000U,6037405900,4217
1400000U,6037406000,5235
1400000U,6037406101,3206
1400000U,6037406103,8008
1400000U,6037406201,3655
1400000U,6037406300,5730
1400000U,6037406413,6398
1400000U,6037406500,7917
1400000U,6037406601,5037
1400000U,6037406602,4676
1400000U,6037406701,3198
1400000U,6037406702,7019
1400000U,6037406801,4972
1400000U,6037406903,7307
1400000U,6037407001,5934
1400000U,6037407002,3372
1400000U,6037407101,4315
1400000U,6037407102,5415
1400000U,6037407201,3425
1400000U,6037407202,3082
1400000U,6037407301,3752
1400000U,6037407302,3593
1400000U,6037407400,1848
1400000U,6037407501,4241
1400000U,6037407502,3905
1400000U,6037407601,4203
1400000U,6037407602,4026
1400000U,6037407701,4418
1400000U,6037407702,6536
1400000U,6037407801,5148
1400000U,6037407802,3207
1400000U,6037407901,4317
1400000U,6037407902,1632
1400000U,6037408003,4687
1400000U,6037408004,2414
1400000U,6037408005,5367
1400000U,6037408006,3878
1400000U,6037408133,5988
1400000U,6037408134,2641
1400000U,6037408135,4336
1400000U,6037408136,3718
1400000U,6037408137,4099
1400000U,6037408138,4889
1400000U,6037408139,4478
1400000U,6037408140,3409
1400000U,6037408141,4075
1400000U,6037408212,4750
1400000U,6037408213,5787
1400000U,6037408301,5923
1400000U,6037408302,3350
1400000U,6037408303,4228
1400000U,6037408401,4352
1400000U,6037408402,6286
1400000U,6037408503,6923
1400000U,6037408504,5418
1400000U,6037408505,2373
1400000U,6037408623,3117
1400000U,6037408624,3054
1400000U,6037408625,3873
1400000U,6037408626,3778
1400000U,6037408627,2626
1400000U,6037408628,5591
1400000U,6037408629,3069
1400000U,6037408631,5014
1400000U,6037408703,5547
1400000U,6037408705,5540
1400000U,6037408707,6507
1400000U,6037408722,4244
1400000U,6037408724,5435
1400000U,6037408725,5854
1400000U,6037408800,4759
1400000U,6037408900,5529
1400000U,6037409000,7610
1400000U,6037409100,5576
1400000U,6037430003,4848
1400000U,6037430004,3331
1400000U,6037430005,3822
1400000U,6037430101,5018
1400000U,6037430102,4902
1400000U,6037430200,1041
1400000U,6037430301,4694
1400000U,6037430302,4859
1400000U,6037430400,4267
1400000U,6037430501,4526
1400000U,6037430502,6494
1400000U,6037430600,4291
1400000U,6037430701,5074
1400000U,6037430721,3303
1400000U,6037430723,5075
1400000U,6037430724,5018
1400000U,6037430801,7235
1400000U,6037430802,4008
1400000U,6037430803,5079
1400000U,6037430901,4169
1400000U,6037430902,5111
1400000U,6037431002,3072
1400000U,6037431003,4754
1400000U,6037431004,3343
1400000U,6037431100,7321
1400000U,6037431200,6459
1400000U,6037431300,2620
1400000U,6037431400,3770
1400000U,6037431501,3874
1400000U,6037431502,4531
1400000U,6037431600,3913
1400000U,6037431701,6323
1400000U,6037431800,5324
1400000U,6037431900,3688
1400000U,6037432001,2261
1400000U,6037432002,5416
1400000U,6037432101,4756
1400000U,6037432102,5479
1400000U,6037432201,4693
1400000U,6037432202,3544
1400000U,6037432300,3960
1400000U,6037432401,4217
1400000U,6037432402,5378
1400000U,6037432501,4199
1400000U,6037432502,4310
1400000U,6037432601,6453
1400000U,6037432602,4461
1400000U,6037432700,4592
1400000U,6037432801,2307
1400000U,6037432802,5389
1400000U,6037432901,4265
1400000U,6037432902,2993
1400000U,6037433103,6702
1400000U,6037433200,6089
1400000U,6037433302,1837
1400000U,6037433304,3999
1400000U,6037433305,4570
1400000U,6037433306,3056
1400000U,6037433307,2738
1400000U,6037433402,4616
1400000U,6037433403,4860
1400000U,6037433505,3981
1400000U,6037433506,3579
1400000U,6037433601,4873
1400000U,6037433602,2730
1400000U,6037433803,3240
1400000U,6037433804,4581
1400000U,6037433901,5401
1400000U,6037433903,5432
1400000U,6037434001,4531
1400000U,6037434003,3704
1400000U,6037434004,3136
1400000U,6037434100,5919
1400000U,6037460001,1853
1400000U,6037460002,2748
1400000U,6037460101,5650
1400000U,6037460200,5841
1400000U,6037460301,4779
1400000U,6037460302,4399
1400000U,6037460401,1093
1400000U,6037460501,5249
1400000U,6037460502,4810
1400000U,6037460601,5244
1400000U,6037460700,4791
1400000U,6037460800,2792
1400000U,6037460900,6394
1400000U,6037461000,5493
1400000U,6037461100,5153
1400000U,6037461200,4320
1400000U,6037461300,6027
1400000U,6037461400,2695
1400000U,6037461501,3559
1400000U,6037461502,6056
1400000U,6037461600,5161
1400000U,6037461700,1344
1400000U,6037461901,4658
1400000U,6037461902,2004
1400000U,6037462001,4303
1400000U,6037462002,3577
1400000U,6037462100,4710
1400000U,6037462201,3615
1400000U,6037462202,3206
1400000U,6037462301,3924
1400000U,6037462302,3377
1400000U,6037462400,3870
1400000U,6037462500,6482
1400000U,6037462600,2392
1400000U,6037462700,5755
1400000U,6037462800,2919
1400000U,6037462900,3654
1400000U,6037463000,2726
1400000U,6037463103,5607
1400000U,6037463200,3262
1400000U,6037463300,2014
1400000U,6037463400,5869
1400000U,6037463500,6173
1400000U,6037463601,6245
1400000U,6037463602,5896
1400000U,6037463700,3429
1400000U,6037463800,3993
1400000U,6037463900,3115
1400000U,6037464000,5348
1400000U,6037464101,2223
1400000U,6037464102,4381
1400000U,6037464200,5675
1400000U,6037480002,3843
1400000U,6037480011,5220
1400000U,6037480012,4751
1400000U,6037480101,4106
1400000U,6037480102,3957
1400000U,6037480201,3744
1400000U,6037480202,2712
1400000U,6037480302,3992
1400000U,6037480303,4426
1400000U,6037480304,4145
1400000U,6037480400,5893
1400000U,6037480500,5301
1400000U,6037480601,4044
1400000U,6037480602,4302
1400000U,6037480702,4501
1400000U,6037480703,4074
1400000U,6037480704,4075
1400000U,6037480802,3220
1400000U,6037480803,3027
1400000U,6037480804,4675
1400000U,6037480901,3901
1400000U,6037480902,4012
1400000U,6037480903,2873
1400000U,6037481001,4582
1400000U,6037481002,5748
1400000U,6037481101,4275
1400000U,6037481102,3603
1400000U,6037481103,5315
1400000U,6037481201,4000
1400000U,6037481203,6768
1400000U,6037481300,3072
1400000U,6037481401,5433
1400000U,6037481403,3132
1400000U,6037481404,3867
1400000U,6037481500,4336
1400000U,6037481603,3580
1400000U,6037481604,4183
1400000U,6037481605,2811
1400000U,6037481606,4916
1400000U,6037481711,4397
1400000U,6037481712,5182
1400000U,6037481713,2727
1400000U,6037481714,2595
1400000U,6037481800,2282
1400000U,6037481901,5562
1400000U,6037481902,3319
1400000U,6037482001,2647
1400000U,6037482002,6821
1400000U,6037482101,4525
1400000U,6037482102,3295
1400000U,6037482201,3857
1400000U,6037482202,5441
1400000U,6037482301,4855
1400000U,6037482303,4766
1400000U,6037482304,2877
1400000U,6037482401,3647
1400000U,6037482403,3254
1400000U,6037482404,3429
1400000U,6037482502,3520
1400000U,6037482503,4007
1400000U,6037482521,5385
1400000U,6037482522,4165
1400000U,6037482600,6377
1400000U,6037482701,3856
1400000U,6037482702,2392
1400000U,6037482801,3826
1400000U,6037500100,3687
1400000U,6037500202,4919
1400000U,6037500203,4156
1400000U,6037500204,2361
1400000U,6037500300,2691
1400000U,6037500402,4660
1400000U,6037500403,3841
1400000U,6037500404,4401
1400000U,6037500500,2820
1400000U,6037500600,5857
1400000U,6037500700,6413
1400000U,6037500800,4717
1400000U,6037500900,5256
1400000U,6037501001,3015
1400000U,6037501002,4598
1400000U,6037501200,4982
1400000U,6037501301,2978
1400000U,6037501302,4534
1400000U,6037501400,3443
1400000U,6037501501,1963
1400000U,6037501503,5418
1400000U,6037501504,3317
1400000U,6037501600,7339
1400000U,6037501700,3793
1400000U,6037501802,3219
1400000U,6037501803,4690
1400000U,6037501804,2133
1400000U,6037501900,4330
1400000U,6037502003,2675
1400000U,6037502004,3695
1400000U,6037502005,4392
1400000U,6037502100,5339
1400000U,6037502200,7093
1400000U,6037502303,8229
1400000U,6037502401,5074
1400000U,6037502402,3470
1400000U,6037502500,4255
1400000U,6037502602,4178
1400000U,6037502603,3329
1400000U,6037502604,3682
1400000U,6037502700,7569
1400000U,6037502801,6449
1400000U,6037502901,5457
1400000U,6037503000,5594
1400000U,6037503103,5595
1400000U,6037503104,2344
1400000U,6037503105,3394
1400000U,6037503106,3961
1400000U,6037503201,3878
1400000U,6037503202,4217
1400000U,6037503301,3436
1400000U,6037503302,6070
1400000U,6037503401,7145
1400000U,6037503402,3845
1400000U,6037503501,6913
1400000U,6037503502,3842
1400000U,6037503601,4140
1400000U,6037503602,3786
1400000U,6037503701,4896
1400000U,6037503702,5165
1400000U,6037503704,4365
1400000U,6037503705,2928
1400000U,6037503801,3718
1400000U,6037503802,5186
1400000U,6037503901,2217
1400000U,6037503902,5065
1400000U,6037504001,5141
1400000U,6037504002,5331
1400000U,6037504101,5068
1400000U,6037504200,7160
1400000U,6037530005,3430
1400000U,6037530006,4698
1400000U,6037530007,6453
1400000U,6037530101,5163
1400000U,6037530102,4817
1400000U,6037530202,4133
1400000U,6037530203,2803
1400000U,6037530204,3735
1400000U,6037530301,2100
1400000U,6037530302,6189
1400000U,6037530400,3576
1400000U,6037530500,4001
1400000U,6037530603,4439
1400000U,6037530700,2070
1400000U,6037530801,5914
1400000U,6037530802,3224
1400000U,6037530901,3954
1400000U,6037530902,3745
1400000U,6037531000,4609
1400000U,6037531101,4525
1400000U,6037531102,2428
1400000U,6037531201,4180
1400000U,6037531202,4493
1400000U,6037531301,5450
1400000U,6037531302,5648
1400000U,6037531502,3209
1400000U,6037531503,2445
1400000U,6037531504,3990
1400000U,6037531602,3747
1400000U,6037531603,3483
1400000U,6037531604,3065
1400000U,6037531701,5398
1400000U,6037531702,4832
1400000U,6037531800,4508
1400000U,6037531901,6664
1400000U,6037531902,4014
1400000U,6037532001,3133
1400000U,6037532002,3348
1400000U,6037532101,7260
1400000U,6037532102,3655
1400000U,6037532200,6445
1400000U,6037532302,4622
1400000U,6037532303,4111
1400000U,6037532304,3968
1400000U,6037532500,3736
1400000U,6037532605,4431
1400000U,6037532606,4052
1400000U,6037532607,5150
1400000U,6037532700,3128
1400000U,6037532800,4291
1400000U,6037532900,6247
1400000U,6037533001,4368
1400000U,6037533002,2217
1400000U,6037533103,3189
1400000U,6037533104,4307
1400000U,6037533105,2476
1400000U,6037533108,4758
1400000U,6037533201,2157
1400000U,6037533204,4099
1400000U,6037533300,3061
1400000U,6037533401,4534
1400000U,6037533402,3988
1400000U,6037533403,2507
1400000U,6037533501,2796
1400000U,6037533504,3879
1400000U,6037533601,4227
1400000U,6037533602,5081
1400000U,6037533603,6314
1400000U,6037533701,2909
1400000U,6037533702,3678
1400000U,6037533703,3916
1400000U,6037533803,5723
1400000U,6037533804,3666
1400000U,6037533805,3883
1400000U,6037533806,3307
1400000U,6037533901,5170
1400000U,6037533902,4339
1400000U,6037534001,5154
1400000U,6037534002,3982
1400000U,6037534101,1898
1400000U,6037534102,5860
1400000U,6037534201,4097
1400000U,6037534202,4875
1400000U,6037534203,3286
1400000U,6037534301,4028
1400000U,6037534302,3835
1400000U,6037534403,3311
1400000U,6037534404,3118
1400000U,6037534405,3925
1400000U,6037534406,4108
1400000U,6037534501,5441
1400000U,6037534502,3187
1400000U,6037534700,4165
1400000U,6037534802,2466
1400000U,6037534803,4517
1400000U,6037534804,4298
1400000U,6037534900,6133
1400000U,6037535001,4166
1400000U,6037535002,3665
1400000U,6037535101,7981
1400000U,6037535102,4522
1400000U,6037535200,5799
1400000U,6037535300,5818
1400000U,6037535400,3388
1400000U,6037535501,2966
1400000U,6037535502,5003
1400000U,6037535503,2495
1400000U,6037535603,3754
1400000U,6037535604,4242
1400000U,6037535605,4658
1400000U,6037535606,1899
1400000U,6037535607,4611
1400000U,6037535701,5757
1400000U,6037535702,5756
1400000U,6037535802,6316
1400000U,6037535803,3549
1400000U,6037535804,6041
1400000U,6037535901,6051
1400000U,6037535902,5735
1400000U,6037536000,3182
1400000U,6037536102,3405
1400000U,6037536103,5162
1400000U,6037536104,3481
1400000U,6037536201,3559
1400000U,6037536202,4214
1400000U,6037540000,6734
1400000U,6037540101,6345
1400000U,6037540102,5652
1400000U,6037540201,2269
1400000U,6037540202,7196
1400000U,6037540203,5075
1400000U,6037540300,4429
1400000U,6037540400,1906
1400000U,6037540501,5455
1400000U,6037540502,6765
1400000U,6037540600,4395
1400000U,6037540700,3205
1400000U,6037540800,5514
1400000U,6037540901,5169
1400000U,6037540902,4281
1400000U,6037541003,4650
1400000U,6037541100,3108
1400000U,6037541200,6074
1400000U,6037541300,5545
1400000U,6037541401,3414
1400000U,6037541402,3218
1400000U,6037541500,5105
1400000U,6037541603,2821
1400000U,6037541604,5223
1400000U,6037541605,5060
1400000U,6037541606,2783
1400000U,6037541700,5571
1400000U,6037541801,5648
1400000U,6037541802,5114
1400000U,6037542000,5241
1400000U,6037542103,3288
1400000U,6037542104,4050
1400000U,6037542105,5047
1400000U,6037542106,2319
1400000U,6037542200,6879
1400000U,6037542401,4370
1400000U,6037542402,4023
1400000U,6037542501,4368
1400000U,6037542502,4573
1400000U,6037542601,3306
1400000U,6037542602,5249
1400000U,6037542700,5732
1400000U,6037542800,3230
1400000U,6037542900,3535
1400000U,6037543000,4204
1400000U,6037543100,6692
1400000U,6037543201,3525
1400000U,6037543203,4081
1400000U,6037543304,6788
1400000U,6037543305,3803
1400000U,6037543306,6821
1400000U,6037543321,5789
1400000U,6037543322,6951
1400000U,6037543400,3599
1400000U,6037543501,6326
1400000U,6037543502,4550
1400000U,6037543503,5329
1400000U,6037543601,4531
1400000U,6037543603,3795
1400000U,6037543605,4184
1400000U,6037543606,4051
1400000U,6037543607,4986
1400000U,6037543701,3040
1400000U,6037543703,4207
1400000U,6037543704,2936
1400000U,6037543705,3194
1400000U,6037543801,4470
1400000U,6037543803,4272
1400000U,6037543804,4563
1400000U,6037543903,4127
1400000U,6037543905,4479
1400000U,6037544001,3968
1400000U,6037544002,3835
1400000U,6037550101,3958
1400000U,6037550201,2923
1400000U,6037550202,5095
1400000U,6037550301,4309
1400000U,6037550501,3864
1400000U,6037550502,4141
1400000U,6037550601,5993
1400000U,6037550602,3830
1400000U,6037550700,6803
1400000U,6037550801,4773
1400000U,6037550802,1938
1400000U,6037550901,4742
1400000U,6037550902,5570
1400000U,6037551001,3237
1400000U,6037551002,4346
1400000U,6037551101,3950
1400000U,6037551102,5551
1400000U,6037551201,3541
1400000U,6037551203,4111
1400000U,6037551204,3465
1400000U,6037551300,5670
1400000U,6037551401,4011
1400000U,6037551402,5067
1400000U,6037551501,4713
1400000U,6037551502,4517
1400000U,6037551700,6286
1400000U,6037551801,3315
1400000U,6037551802,3803
1400000U,6037551900,5324
1400000U,6037552001,3853
1400000U,6037552002,3391
1400000U,6037552100,5405
1400000U,6037552200,6115
1400000U,6037552301,4548
1400000U,6037552302,4024
1400000U,6037552400,2318
1400000U,6037552601,5187
1400000U,6037552602,3520
1400000U,6037552700,6593
1400000U,6037552800,6332
1400000U,6037552900,6565
1400000U,6037553000,5107
1400000U,6037553100,6255
1400000U,6037553201,3708
1400000U,6037553202,3459
1400000U,6037553300,3829
1400000U,6037553400,3472
1400000U,6037553502,3629
1400000U,6037553503,3013
1400000U,6037553504,4626
1400000U,6037553601,4518
1400000U,6037553602,5026
1400000U,6037553701,3925
1400000U,6037553702,4614
1400000U,6037553801,4124
1400000U,6037553802,6654
1400000U,6037553901,6492
1400000U,6037553902,5925
1400000U,6037554001,4342
1400000U,6037554002,5739
1400000U,6037554101,3540
1400000U,6037554105,4280
1400000U,6037554106,3943
1400000U,6037554201,3521
1400000U,6037554203,3914
1400000U,6037554204,4821
1400000U,6037554301,3418
1400000U,6037554302,4268
1400000U,6037554403,5592
1400000U,6037554404,4423
1400000U,6037554405,3573
1400000U,6037554406,4771
1400000U,6037554511,3746
1400000U,6037554512,6428
1400000U,6037554513,2473
1400000U,6037554514,4564
1400000U,6037554515,3328
1400000U,6037554516,3632
1400000U,6037554517,4774
1400000U,6037554518,5042
1400000U,6037554519,3243
1400000U,6037554521,6125
1400000U,6037554522,4985
1400000U,6037554600,3968
1400000U,6037554700,4170
1400000U,6037554801,2884
1400000U,6037554802,5920
1400000U,6037554900,7240
1400000U,6037555001,5359
1400000U,6037555002,3808
1400000U,6037555105,6136
1400000U,6037555106,2698
1400000U,6037555107,5422
1400000U,6037555202,3689
1400000U,6037555211,5509
1400000U,6037555212,5609
1400000U,6037555300,4819
1400000U,6037570001,4746
1400000U,6037570002,2523
1400000U,6037570003,3836
1400000U,6037570100,2966
1400000U,6037570202,6850
1400000U,6037570203,3926
1400000U,6037570204,4557
1400000U,6037570303,4052
1400000U,6037570304,4881
1400000U,6037570305,4896
1400000U,6037570306,2963
1400000U,6037570402,3353
1400000U,6037570403,3865
1400000U,6037570404,4005
1400000U,6037570502,6184
1400000U,6037570503,3752
1400000U,6037570504,3210
1400000U,6037570601,5893
1400000U,6037570602,5639
1400000U,6037570603,5566
1400000U,6037570701,7372
1400000U,6037570703,2952
1400000U,6037570800,5313
1400000U,6037570901,5661
1400000U,6037570902,3385
1400000U,6037571000,5598
1400000U,6037571101,5034
1400000U,6037571102,3617
1400000U,6037571201,3819
1400000U,6037571202,3903
1400000U,6037571300,4818
1400000U,6037571400,4987
1400000U,6037571502,5096
1400000U,6037571504,5045
1400000U,6037571505,2889
1400000U,6037571600,2182
1400000U,6037571701,6239
1400000U,6037571703,3430
1400000U,6037571704,3817
1400000U,6037571800,3240
1400000U,6037571900,5971
1400000U,6037572001,6254
1400000U,6037572201,5629
1400000U,6037572202,3372
1400000U,6037572301,3809
1400000U,6037572500,3700
1400000U,6037572600,5005
1400000U,6037572700,5290
1400000U,6037573002,3288
1400000U,6037573003,1723
1400000U,6037573004,4878
1400000U,6037573101,4531
1400000U,6037573102,2891
1400000U,6037573201,3844
1400000U,6037573202,6678
1400000U,6037573300,3840
1400000U,6037573401,1505
1400000U,6037573402,7000
1400000U,6037573403,3058
1400000U,6037573601,6353
1400000U,6037573700,5423
1400000U,6037573800,4155
1400000U,6037573902,2212
1400000U,6037574000,5108
1400000U,6037574100,5151
1400000U,6037574201,3265
1400000U,6037574202,2229
1400000U,6037574300,6677
1400000U,6037574400,5555
1400000U,6037574500,6744
1400000U,6037574602,1267
1400000U,6037574800,3182
1400000U,6037574901,3949
1400000U,6037574902,5507
1400000U,6037575001,4225
1400000U,6037575002,4554
1400000U,6037575101,4279
1400000U,6037575102,4250
1400000U,6037575103,5107
1400000U,6037575201,4335
1400000U,6037575202,4177
1400000U,6037575300,4064
1400000U,6037575401,4259
1400000U,6037575402,3750
1400000U,6037575801,2241
1400000U,6037575802,4450
1400000U,6037575803,2527
1400000U,6037575901,3530
1400000U,6037575902,4869
1400000U,6037576001,6005
1400000U,6037576200,5190
1400000U,6037576301,4756
1400000U,6037576302,2986
1400000U,6037576401,3933
1400000U,6037576402,4256
1400000U,6037576403,4814
1400000U,6037576501,2805
1400000U,6037576502,4997
1400000U,6037576503,3919
1400000U,6037576601,4193
1400000U,6037576602,4601
1400000U,6037576700,4163
1400000U,6037576801,3760
1400000U,6037576802,4426
1400000U,6037576901,5152
1400000U,6037576903,4018
1400000U,6037576904,3098
1400000U,6037577000,6993
1400000U,6037577100,7452
1400000U,6037577200,5893
1400000U,6037577300,5935
1400000U,6037577400,2807
1400000U,6037577501,3333
1400000U,6037577504,1372
1400000U,6037577602,3229
1400000U,6037577604,1655
1400000U,6037577605,4661
1400000U,6037577606,3875
1400000U,6037577700,4681
1400000U,6037577800,4666
1400000U,6037577900,5598
1400000U,6037578000,5360
1400000U,6037578100,2249
1400000U,6037599000,3258
1400000U,6037599100,723
1400000U,6037600100,7184
1400000U,6037600201,5151
1400000U,6037600202,6923
1400000U,6037600302,2701
1400000U,6037600303,4178
1400000U,6037600304,3946
1400000U,6037600400,4208
1400000U,6037600501,2510
1400000U,6037600601,2594
1400000U,6037600602,2693
1400000U,6037600702,4638
1400000U,6037600703,1623
1400000U,6037600704,3027
1400000U,6037600801,2866
1400000U,6037600802,2458
1400000U,6037600902,6382
1400000U,6037600911,3542
1400000U,6037600912,4813
1400000U,6037601001,2160
1400000U,6037601002,5022
1400000U,6037601100,7199
1400000U,6037601202,3845
1400000U,6037601211,2996
1400000U,6037601212,5054
1400000U,6037601301,1888
1400000U,6037601302,6513
1400000U,6037601303,5465
1400000U,6037601401,6594
1400000U,6037601402,4450
1400000U,6037601501,3640
1400000U,6037601502,3423
1400000U,6037601600,4067
1400000U,6037601700,5263
1400000U,6037601801,3049
1400000U,6037601802,3454
1400000U,6037601900,4452
1400000U,6037602002,3036
1400000U,6037602003,4220
1400000U,6037602103,5476
1400000U,6037602104,5646
1400000U,6037602105,3880
1400000U,6037602106,6197
1400000U,6037602201,4494
1400000U,6037602202,2882
1400000U,6037602301,6878
1400000U,6037602302,4796
1400000U,6037602402,7194
1400000U,6037602403,4266
1400000U,6037602404,5932
1400000U,6037602504,4849
1400000U,6037602505,4704
1400000U,6037602506,4012
1400000U,6037602507,4678
1400000U,6037602510,4004
1400000U,6037602511,4229
1400000U,6037602512,1889
1400000U,6037602513,1428
1400000U,6037602601,4989
1400000U,6037602602,2659
1400000U,6037602700,3545
1400000U,6037602801,4200
1400000U,6037602802,4438
1400000U,6037602900,4256
1400000U,6037603004,1797
1400000U,6037603005,6471
1400000U,6037603006,1970
1400000U,6037603007,3471
1400000U,6037603008,3833
1400000U,6037603101,4878
1400000U,6037603102,3412
1400000U,6037603200,3340
1400000U,6037603301,3441
1400000U,6037603302,4281
1400000U,6037603400,3846
1400000U,6037603500,2934
1400000U,6037603600,4187
1400000U,6037603702,4776
1400000U,6037603703,2589
1400000U,6037603705,2637
1400000U,6037603706,3550
1400000U,6037603801,4874
1400000U,6037603802,4020
1400000U,6037603901,3807
1400000U,6037603902,3486
